epoch,epoch_loss,epoch_acc,timestamp
epoch,epoch_loss,epoch_acc,timestamp
epoch,epoch_loss,epoch_acc,timestamp
epoch,epoch_loss,epoch_acc,timestamp
0,0.7078928351402283,0.28196021914482117,2025-03-01 13:01:37
1,0.6119382381439209,0.7073863744735718,2025-03-01 13:03:00
2,0.6127004623413086,0.7002841234207153,2025-03-01 13:04:17
3,0.5999637842178345,0.7127130627632141,2025-03-01 13:05:36
4,0.5997111797332764,0.7127130627632141,2025-03-01 13:06:53
5,0.6124013662338257,0.7002841234207153,2025-03-01 13:08:13
6,0.6067329049110413,0.7056108117103577,2025-03-01 13:09:27
7,0.6089465618133545,0.7038352489471436,2025-03-01 13:10:37
8,0.606724739074707,0.7056108117103577,2025-03-01 13:11:46
9,0.611335039138794,0.7020596265792847,2025-03-01 13:13:00
10,0.6013712882995605,0.7109375,2025-03-01 13:14:12
11,0.6073343753814697,0.7056108117103577,2025-03-01 13:15:26
12,0.6014972925186157,0.7109375,2025-03-01 13:16:55
13,0.6104071140289307,0.7056108117103577,2025-03-01 13:18:09
14,0.6025198101997375,0.7109375,2025-03-01 13:19:24
15,0.6069598197937012,0.7073863744735718,2025-03-01 13:20:43
16,0.6095016598701477,0.7056108117103577,2025-03-01 13:22:13
17,0.6012057065963745,0.7109375,2025-03-01 13:23:42
18,0.5996583700180054,0.7127130627632141,2025-03-01 13:25:08
19,0.6029953360557556,0.7091619372367859,2025-03-01 13:26:32
